Sector,Tiene_Parqueadero_Num,Precio_Venta_COP,Estrato,Area_Construida_m2,Distancia_CC_SanNicolas_km,Conjunto_Cerrado_Num,Urbana_Rural_Num,Topografia_Num
Corregimiento Centro (Río Abajo),1,1384000000,3,1179.05,6.0,0,0,2
Comuna 2 (San Antonio),1,491000000,3,109.96,3.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1568000000,2,243.49,10.0,0,0,3
Comuna 4 (El Porvenir),1,727000000,4,139.62,2.5,1,1,0
Comuna 4 (El Porvenir),1,737000000,3,155.33,2.5,1,1,0
Corregimiento Centro (Río Abajo),1,941000000,4,600.61,6.0,0,0,2
Corregimiento Sur (Cabeceras),1,4098000000,6,281.88,14.0,1,0,2
Corregimiento Centro (Río Abajo),1,1348000000,4,849.46,6.0,0,0,2
Comuna 2 (San Antonio),1,803000000,3,186.99,3.5,0,1,0
Corregimiento Sur (Cabeceras),1,4183000000,6,293.52,14.0,1,0,2
Comuna 2 (San Antonio),1,620000000,3,141.53,3.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,477000000,3,80.4,12.0,0,1,1
Corregimiento Norte (Galicia/La Mosca),1,2331000000,4,286.7,10.0,0,0,3
Comuna 4 (El Porvenir),1,1060000000,4,203.13,2.5,1,1,0
Comuna 4 (El Porvenir),1,819000000,3,181.23,2.5,1,1,0
Comuna 3 (Uribe Jaramillo),1,584000000,2,117.35,12.0,0,1,1
Comuna 1 (Centro Histórico),0,519000000,3,133.16,1.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1546000000,2,236.19,10.0,0,0,3
Corregimiento Sur (Cabeceras),1,3766000000,4,380.09,14.0,1,0,2
Comuna 3 (Uribe Jaramillo),1,532000000,2,111.91,12.0,0,1,1
Corregimiento Sur (Cabeceras),1,5269000000,6,374.08,14.0,1,0,2
Corregimiento Centro (Río Abajo),1,1468000000,3,1264.5,6.0,0,0,2
Corregimiento Occidente (Llanogrande),1,4521000000,6,533.14,12.0,1,0,1
Comuna 4 (El Porvenir),1,835000000,4,156.85,2.5,1,1,0
Corregimiento Sur (Cabeceras),1,5205000000,5,449.12,14.0,1,0,2
Comuna 2 (San Antonio),1,925000000,4,180.34,3.5,0,1,0
Corregimiento Sur (Cabeceras),1,3813000000,5,303.24,14.0,1,0,2
Corregimiento Occidente (Llanogrande),1,3939000000,5,524.03,12.0,1,0,1
Corregimiento Norte (Galicia/La Mosca),1,1715000000,2,266.6,10.0,0,0,3
Comuna 4 (El Porvenir),1,809000000,4,154.01,2.5,1,1,0
Corregimiento Centro (Río Abajo),1,1516000000,3,1265.76,6.0,0,0,2
Comuna 3 (Uribe Jaramillo),1,600000000,3,97.27,12.0,0,1,1
Corregimiento Centro (Río Abajo),1,1909000000,4,1248.98,6.0,0,0,2
Corregimiento Occidente (Llanogrande),1,2367000000,5,337.72,12.0,1,0,1
Comuna 4 (El Porvenir),1,847000000,4,162.9,2.5,1,1,0
Corregimiento Sur (Cabeceras),1,4519000000,5,379.78,14.0,1,0,2
Corregimiento Norte (Galicia/La Mosca),1,1602000000,3,218.17,10.0,0,0,3
Comuna 1 (Centro Histórico),0,619000000,3,153.38,1.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1593000000,3,214.7,10.0,0,0,3
Comuna 1 (Centro Histórico),0,348000000,3,84.34,1.5,0,1,0
Comuna 2 (San Antonio),1,956000000,4,186.74,3.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1614000000,2,257.75,10.0,0,0,3
Comuna 4 (El Porvenir),1,654000000,3,138.24,2.5,1,1,0
Comuna 1 (Centro Histórico),0,511000000,4,106.28,1.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,447000000,2,88.11,12.0,0,1,1
Comuna 4 (El Porvenir),1,523000000,3,117.2,2.5,1,1,0
Comuna 3 (Uribe Jaramillo),1,704000000,2,139.26,12.0,0,1,1
Corregimiento Norte (Galicia/La Mosca),1,2021000000,4,244.41,10.0,0,0,3
Comuna 3 (Uribe Jaramillo),1,626000000,3,105.22,12.0,0,1,1
Comuna 1 (Centro Histórico),0,426000000,2,128.11,1.5,0,1,0
Comuna 4 (El Porvenir),1,748000000,3,166.45,2.5,1,1,0
Corregimiento Sur (Cabeceras),1,4596000000,6,336.47,14.0,1,0,2
Corregimiento Occidente (Llanogrande),1,3986000000,6,458.91,12.0,1,0,1
Comuna 1 (Centro Histórico),0,582000000,2,171.71,1.5,0,1,0
Comuna 1 (Centro Histórico),0,452000000,2,127.0,1.5,0,1,0
Corregimiento Sur (Cabeceras),1,3529000000,4,337.35,14.0,1,0,2
Comuna 4 (El Porvenir),1,584000000,3,123.77,2.5,1,1,0
Comuna 4 (El Porvenir),1,985000000,3,219.06,2.5,1,1,0
Corregimiento Centro (Río Abajo),1,1213000000,3,1021.1,6.0,0,0,2
Corregimiento Norte (Galicia/La Mosca),1,1491000000,2,221.83,10.0,0,0,3
Comuna 3 (Uribe Jaramillo),1,582000000,3,96.5,12.0,0,1,1
Corregimiento Norte (Galicia/La Mosca),1,1566000000,3,203.01,10.0,0,0,3
Corregimiento Sur (Cabeceras),1,2696000000,4,275.04,14.0,1,0,2
Corregimiento Norte (Galicia/La Mosca),1,1832000000,4,218.19,10.0,0,0,3
Corregimiento Sur (Cabeceras),1,4717000000,5,399.03,14.0,1,0,2
Comuna 4 (El Porvenir),1,727000000,3,158.13,2.5,1,1,0
Comuna 3 (Uribe Jaramillo),1,556000000,3,95.74,12.0,0,1,1
Corregimiento Norte (Galicia/La Mosca),1,1275000000,2,202.65,10.0,0,0,3
Comuna 1 (Centro Histórico),0,382000000,2,107.24,1.5,0,1,0
Comuna 2 (San Antonio),1,793000000,5,151.05,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,1258000000,3,1054.62,6.0,0,0,2
Corregimiento Occidente (Llanogrande),1,4616000000,6,529.17,12.0,1,0,1
Comuna 1 (Centro Histórico),0,648000000,4,130.29,1.5,0,1,0
Comuna 4 (El Porvenir),1,930000000,3,211.54,2.5,1,1,0
Corregimiento Occidente (Llanogrande),1,3981000000,5,558.16,12.0,1,0,1
Comuna 2 (San Antonio),1,827000000,5,151.23,3.5,0,1,0
Comuna 2 (San Antonio),1,558000000,3,119.84,3.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,673000000,3,114.04,12.0,0,1,1
Corregimiento Occidente (Llanogrande),1,4438000000,5,618.18,12.0,1,0,1
Comuna 3 (Uribe Jaramillo),1,626000000,3,103.08,12.0,0,1,1
Comuna 1 (Centro Histórico),0,558000000,4,121.04,1.5,0,1,0
Corregimiento Sur (Cabeceras),1,4208000000,5,364.14,14.0,1,0,2
Corregimiento Sur (Cabeceras),1,3262000000,4,327.43,14.0,1,0,2
Corregimiento Sur (Cabeceras),1,5086000000,6,364.51,14.0,1,0,2
Corregimiento Occidente (Llanogrande),1,4816000000,6,589.53,12.0,1,0,1
Corregimiento Sur (Cabeceras),1,3177000000,4,328.64,14.0,1,0,2
Comuna 1 (Centro Histórico),0,587000000,3,143.43,1.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,602000000,3,103.99,12.0,0,1,1
Corregimiento Occidente (Llanogrande),1,6559000000,6,766.95,12.0,1,0,1
Comuna 3 (Uribe Jaramillo),1,456000000,2,92.06,12.0,0,1,1
Corregimiento Occidente (Llanogrande),1,5117000000,5,726.81,12.0,1,0,1
Comuna 3 (Uribe Jaramillo),1,747000000,2,144.51,12.0,0,1,1
Comuna 2 (San Antonio),1,714000000,3,158.72,3.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,656000000,3,109.6,12.0,0,1,1
Corregimiento Sur (Cabeceras),1,2113000000,5,171.06,14.0,1,0,2
Comuna 2 (San Antonio),1,710000000,3,155.91,3.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,500000000,2,104.43,12.0,0,1,1
Corregimiento Occidente (Llanogrande),1,4075000000,6,461.61,12.0,1,0,1
Corregimiento Occidente (Llanogrande),1,3404000000,6,409.3,12.0,1,0,1
Corregimiento Centro (Río Abajo),1,1133000000,3,960.99,6.0,0,0,2
Corregimiento Occidente (Llanogrande),1,5044000000,5,697.8,12.0,1,0,1
Comuna 4 (El Porvenir),1,841000000,4,157.0,2.5,1,1,0
Comuna 1 (Centro Histórico),0,650000000,3,160.37,1.5,0,1,0
Corregimiento Occidente (Llanogrande),1,3950000000,6,449.81,12.0,1,0,1
Comuna 2 (San Antonio),1,767000000,4,149.23,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,2037000000,4,1307.38,6.0,0,0,2
Corregimiento Occidente (Llanogrande),1,4546000000,5,632.77,12.0,1,0,1
Comuna 4 (El Porvenir),1,928000000,4,173.93,2.5,1,1,0
Corregimiento Sur (Cabeceras),1,4946000000,5,425.23,14.0,1,0,2
Comuna 2 (San Antonio),1,660000000,4,136.6,3.5,0,1,0
Comuna 4 (El Porvenir),1,535000000,3,114.86,2.5,1,1,0
Corregimiento Sur (Cabeceras),1,5063000000,5,412.87,14.0,1,0,2
Corregimiento Norte (Galicia/La Mosca),1,2260000000,4,268.3,10.0,0,0,3
Corregimiento Norte (Galicia/La Mosca),1,1794000000,3,226.86,10.0,0,0,3
Comuna 2 (San Antonio),1,873000000,5,159.41,3.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,594000000,2,116.74,12.0,0,1,1
Comuna 1 (Centro Histórico),0,662000000,4,142.98,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,1940000000,4,1243.12,6.0,0,0,2
Comuna 1 (Centro Histórico),0,507000000,2,148.97,1.5,0,1,0
Comuna 4 (El Porvenir),1,1123000000,3,239.8,2.5,1,1,0
Corregimiento Sur (Cabeceras),1,4865000000,5,386.18,14.0,1,0,2
Comuna 1 (Centro Histórico),0,579000000,3,135.92,1.5,0,1,0
Corregimiento Sur (Cabeceras),1,2855000000,6,212.47,14.0,1,0,2
Corregimiento Sur (Cabeceras),1,3242000000,4,317.9,14.0,1,0,2
Comuna 4 (El Porvenir),1,739000000,4,141.37,2.5,1,1,0
Comuna 4 (El Porvenir),1,514000000,3,110.13,2.5,1,1,0
Comuna 4 (El Porvenir),1,714000000,3,162.68,2.5,1,1,0
Comuna 1 (Centro Histórico),0,472000000,2,131.97,1.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1948000000,3,265.17,10.0,0,0,3
Comuna 4 (El Porvenir),1,731000000,3,154.15,2.5,1,1,0
Corregimiento Centro (Río Abajo),1,2531000000,4,1518.26,6.0,0,0,2
Comuna 1 (Centro Histórico),0,299000000,2,88.29,1.5,0,1,0
Comuna 4 (El Porvenir),1,632000000,3,131.67,2.5,1,1,0
Corregimiento Occidente (Llanogrande),1,3544000000,5,486.91,12.0,1,0,1
Corregimiento Sur (Cabeceras),1,3198000000,4,332.45,14.0,1,0,2
Corregimiento Centro (Río Abajo),1,1874000000,3,1488.63,6.0,0,0,2
Comuna 4 (El Porvenir),1,813000000,3,183.85,2.5,1,1,0
Comuna 2 (San Antonio),1,1031000000,5,183.91,3.5,0,1,0
Corregimiento Sur (Cabeceras),1,4067000000,5,337.34,14.0,1,0,2
Corregimiento Sur (Cabeceras),1,3533000000,5,296.52,14.0,1,0,2
Comuna 4 (El Porvenir),1,729000000,3,159.27,2.5,1,1,0
Corregimiento Norte (Galicia/La Mosca),1,1437000000,2,223.87,10.0,0,0,3
Comuna 3 (Uribe Jaramillo),1,736000000,3,122.6,12.0,0,1,1
Corregimiento Norte (Galicia/La Mosca),1,647000000,2,100.91,10.0,0,0,3
Comuna 4 (El Porvenir),1,650000000,3,140.84,2.5,1,1,0
Corregimiento Sur (Cabeceras),1,2716000000,5,225.1,14.0,1,0,2
Corregimiento Centro (Río Abajo),1,2807000000,4,1675.27,6.0,0,0,2
Comuna 2 (San Antonio),1,608000000,5,108.69,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,2035000000,4,1247.85,6.0,0,0,2
Corregimiento Centro (Río Abajo),1,2007000000,4,1235.33,6.0,0,0,2
Corregimiento Sur (Cabeceras),1,5004000000,5,433.33,14.0,1,0,2
Corregimiento Norte (Galicia/La Mosca),1,1632000000,2,248.47,10.0,0,0,3
Comuna 2 (San Antonio),1,716000000,3,159.81,3.5,0,1,0
Comuna 1 (Centro Histórico),0,673000000,3,157.32,1.5,0,1,0
Corregimiento Occidente (Llanogrande),1,4763000000,6,548.98,12.0,1,0,1
Corregimiento Sur (Cabeceras),1,3025000000,5,262.32,14.0,1,0,2
Comuna 4 (El Porvenir),1,1028000000,4,197.9,2.5,1,1,0
Comuna 1 (Centro Histórico),0,489000000,3,125.48,1.5,0,1,0
Corregimiento Occidente (Llanogrande),1,5150000000,6,627.89,12.0,1,0,1
Comuna 4 (El Porvenir),1,533000000,4,102.57,2.5,1,1,0
Corregimiento Centro (Río Abajo),1,1201000000,3,1018.81,6.0,0,0,2
Comuna 3 (Uribe Jaramillo),1,425000000,2,89.12,12.0,0,1,1
Comuna 4 (El Porvenir),1,807000000,3,180.0,2.5,1,1,0
Comuna 2 (San Antonio),1,843000000,4,174.79,3.5,0,1,0
Comuna 2 (San Antonio),1,840000000,4,169.69,3.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,577000000,2,110.34,12.0,0,1,1
Comuna 1 (Centro Histórico),0,955000000,4,197.87,1.5,0,1,0
Corregimiento Occidente (Llanogrande),1,2954000000,6,332.45,12.0,1,0,1
Comuna 4 (El Porvenir),1,931000000,4,176.24,2.5,1,1,0
Comuna 2 (San Antonio),1,608000000,3,134.44,3.5,0,1,0
Comuna 1 (Centro Histórico),0,469000000,2,133.61,1.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,542000000,3,95.1,12.0,0,1,1
Corregimiento Norte (Galicia/La Mosca),1,2298000000,3,312.84,10.0,0,0,3
Corregimiento Sur (Cabeceras),1,5319000000,6,373.79,14.0,1,0,2
Corregimiento Norte (Galicia/La Mosca),1,1052000000,4,124.04,10.0,0,0,3
Corregimiento Norte (Galicia/La Mosca),1,1574000000,4,187.44,10.0,0,0,3
Comuna 2 (San Antonio),1,439000000,4,89.77,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,1348000000,3,1087.53,6.0,0,0,2
Corregimiento Centro (Río Abajo),1,2355000000,4,1502.87,6.0,0,0,2
Comuna 3 (Uribe Jaramillo),1,347000000,2,66.31,12.0,0,1,1
Comuna 4 (El Porvenir),1,757000000,4,144.38,2.5,1,1,0
Corregimiento Centro (Río Abajo),1,1749000000,4,1099.94,6.0,0,0,2
Corregimiento Norte (Galicia/La Mosca),1,1953000000,3,248.27,10.0,0,0,3
Corregimiento Centro (Río Abajo),1,1214000000,4,788.21,6.0,0,0,2
Corregimiento Norte (Galicia/La Mosca),1,1538000000,3,210.32,10.0,0,0,3
Corregimiento Occidente (Llanogrande),1,4874000000,6,549.44,12.0,1,0,1
Comuna 2 (San Antonio),1,720000000,4,152.83,3.5,0,1,0
Comuna 2 (San Antonio),1,477000000,4,99.17,3.5,0,1,0
Comuna 4 (El Porvenir),1,908000000,4,167.92,2.5,1,1,0
Corregimiento Centro (Río Abajo),1,1514000000,3,1237.69,6.0,0,0,2
Corregimiento Centro (Río Abajo),1,1851000000,4,1212.34,6.0,0,0,2
Corregimiento Sur (Cabeceras),1,3762000000,4,359.23,14.0,1,0,2
Comuna 1 (Centro Histórico),0,453000000,3,111.63,1.5,0,1,0
Corregimiento Occidente (Llanogrande),1,2629000000,5,360.98,12.0,1,0,1
Comuna 2 (San Antonio),1,770000000,3,171.58,3.5,0,1,0
Corregimiento Occidente (Llanogrande),1,5083000000,6,598.58,12.0,1,0,1
Comuna 2 (San Antonio),1,971000000,3,208.16,3.5,0,1,0
Corregimiento Occidente (Llanogrande),1,4040000000,5,556.42,12.0,1,0,1
Comuna 3 (Uribe Jaramillo),1,576000000,2,119.14,12.0,0,1,1
Corregimiento Norte (Galicia/La Mosca),1,2095000000,2,317.29,10.0,0,0,3
Comuna 2 (San Antonio),1,473000000,4,94.08,3.5,0,1,0
Corregimiento Occidente (Llanogrande),1,3233000000,6,368.52,12.0,1,0,1
Corregimiento Centro (Río Abajo),1,645000000,3,546.34,6.0,0,0,2
Comuna 1 (Centro Histórico),0,441000000,2,129.65,1.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,506000000,3,82.96,12.0,0,1,1
Comuna 3 (Uribe Jaramillo),1,402000000,3,65.68,12.0,0,1,1
Comuna 1 (Centro Histórico),0,365000000,2,106.53,1.5,0,1,0
Corregimiento Occidente (Llanogrande),1,4487000000,5,607.95,12.0,1,0,1
Corregimiento Centro (Río Abajo),1,1556000000,3,1265.36,6.0,0,0,2
Comuna 4 (El Porvenir),1,719000000,3,159.79,2.5,1,1,0
Comuna 1 (Centro Histórico),0,506000000,2,141.61,1.5,0,1,0
Corregimiento Occidente (Llanogrande),1,2900000000,6,354.68,12.0,1,0,1
Comuna 1 (Centro Histórico),0,726000000,4,149.41,1.5,0,1,0
Comuna 1 (Centro Histórico),0,459000000,2,130.05,1.5,0,1,0
Comuna 2 (San Antonio),1,809000000,5,140.53,3.5,0,1,0
Corregimiento Occidente (Llanogrande),1,3505000000,5,495.5,12.0,1,0,1
Comuna 4 (El Porvenir),1,773000000,4,151.33,2.5,1,1,0
Corregimiento Norte (Galicia/La Mosca),1,2013000000,4,236.75,10.0,0,0,3
Comuna 2 (San Antonio),1,608000000,4,127.03,3.5,0,1,0
Comuna 1 (Centro Histórico),0,624000000,3,158.19,1.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1166000000,3,148.94,10.0,0,0,3
Corregimiento Sur (Cabeceras),1,2887000000,5,244.1,14.0,1,0,2
Corregimiento Norte (Galicia/La Mosca),1,1867000000,2,275.97,10.0,0,0,3
Comuna 1 (Centro Histórico),0,432000000,2,120.15,1.5,0,1,0
Comuna 1 (Centro Histórico),0,416000000,2,113.37,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,957000000,3,777.78,6.0,0,0,2
Corregimiento Occidente (Llanogrande),1,3663000000,5,523.18,12.0,1,0,1
Corregimiento Occidente (Llanogrande),1,4206000000,5,599.58,12.0,1,0,1
Comuna 2 (San Antonio),1,785000000,4,165.06,3.5,0,1,0
Comuna 4 (El Porvenir),1,848000000,4,156.03,2.5,1,1,0
Comuna 2 (San Antonio),1,846000000,4,179.18,3.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,489000000,2,96.43,12.0,0,1,1
Comuna 1 (Centro Histórico),0,482000000,3,113.54,1.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1463000000,3,202.28,10.0,0,0,3
Corregimiento Sur (Cabeceras),1,4150000000,4,426.71,14.0,1,0,2
Comuna 1 (Centro Histórico),0,277000000,2,75.67,1.5,0,1,0
Comuna 1 (Centro Histórico),0,687000000,2,188.06,1.5,0,1,0
Comuna 2 (San Antonio),1,594000000,4,117.9,3.5,0,1,0
Corregimiento Sur (Cabeceras),1,4499000000,4,459.31,14.0,1,0,2
Corregimiento Sur (Cabeceras),1,5908000000,6,423.56,14.0,1,0,2
Corregimiento Sur (Cabeceras),1,2146000000,4,222.99,14.0,1,0,2
Comuna 2 (San Antonio),1,757000000,4,162.31,3.5,0,1,0
Comuna 1 (Centro Histórico),0,577000000,4,117.28,1.5,0,1,0
Comuna 2 (San Antonio),1,656000000,3,152.39,3.5,0,1,0
Corregimiento Occidente (Llanogrande),1,4839000000,6,558.35,12.0,1,0,1
Corregimiento Occidente (Llanogrande),1,4552000000,5,612.83,12.0,1,0,1
Comuna 2 (San Antonio),1,678000000,4,135.33,3.5,0,1,0
Corregimiento Sur (Cabeceras),1,3865000000,5,323.02,14.0,1,0,2
Corregimiento Centro (Río Abajo),1,1492000000,4,910.56,6.0,0,0,2
Comuna 1 (Centro Histórico),0,950000000,4,190.5,1.5,0,1,0
Comuna 2 (San Antonio),1,933000000,5,162.34,3.5,0,1,0
Comuna 2 (San Antonio),1,624000000,4,132.13,3.5,0,1,0
Comuna 2 (San Antonio),1,561000000,5,98.69,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,1626000000,3,1343.98,6.0,0,0,2
Corregimiento Centro (Río Abajo),1,1438000000,4,928.82,6.0,0,0,2
Comuna 3 (Uribe Jaramillo),1,542000000,2,104.19,12.0,0,1,1
Corregimiento Occidente (Llanogrande),1,3887000000,5,538.29,12.0,1,0,1
Corregimiento Norte (Galicia/La Mosca),1,1651000000,4,187.29,10.0,0,0,3
Corregimiento Sur (Cabeceras),1,1638000000,5,133.88,14.0,1,0,2
Comuna 4 (El Porvenir),1,647000000,3,135.52,2.5,1,1,0
Corregimiento Centro (Río Abajo),1,1696000000,4,1014.58,6.0,0,0,2
Corregimiento Norte (Galicia/La Mosca),1,2009000000,3,253.54,10.0,0,0,3
Corregimiento Centro (Río Abajo),1,1472000000,3,1184.51,6.0,0,0,2
Corregimiento Sur (Cabeceras),1,4549000000,5,363.5,14.0,1,0,2
Comuna 4 (El Porvenir),1,857000000,3,185.37,2.5,1,1,0
Comuna 3 (Uribe Jaramillo),1,574000000,3,100.44,12.0,0,1,1
Comuna 2 (San Antonio),1,801000000,5,150.59,3.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,710000000,2,135.73,12.0,0,1,1
Corregimiento Centro (Río Abajo),1,2386000000,4,1449.54,6.0,0,0,2
Comuna 3 (Uribe Jaramillo),1,731000000,3,123.77,12.0,0,1,1
Corregimiento Norte (Galicia/La Mosca),1,1392000000,4,168.75,10.0,0,0,3
Comuna 1 (Centro Histórico),0,427000000,2,126.35,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,1039000000,3,828.35,6.0,0,0,2
Corregimiento Centro (Río Abajo),1,2137000000,4,1300.73,6.0,0,0,2
Corregimiento Norte (Galicia/La Mosca),1,1737000000,4,207.13,10.0,0,0,3
Corregimiento Occidente (Llanogrande),1,5216000000,6,632.25,12.0,1,0,1
Comuna 4 (El Porvenir),1,698000000,4,138.14,2.5,1,1,0
Comuna 2 (San Antonio),1,808000000,4,168.53,3.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1385000000,2,213.18,10.0,0,0,3
Comuna 4 (El Porvenir),1,1189000000,4,229.3,2.5,1,1,0
Corregimiento Sur (Cabeceras),1,3083000000,6,212.33,14.0,1,0,2
Comuna 4 (El Porvenir),1,887000000,4,179.03,2.5,1,1,0
Corregimiento Sur (Cabeceras),1,4366000000,4,442.78,14.0,1,0,2
Corregimiento Norte (Galicia/La Mosca),1,1114000000,3,140.58,10.0,0,0,3
Corregimiento Centro (Río Abajo),1,2229000000,4,1428.7,6.0,0,0,2
Corregimiento Centro (Río Abajo),1,1606000000,4,1051.56,6.0,0,0,2
Corregimiento Occidente (Llanogrande),1,3969000000,5,565.34,12.0,1,0,1
Corregimiento Norte (Galicia/La Mosca),1,1138000000,2,181.68,10.0,0,0,3
Corregimiento Sur (Cabeceras),1,4546000000,5,378.69,14.0,1,0,2
Comuna 4 (El Porvenir),1,597000000,3,130.96,2.5,1,1,0
Comuna 4 (El Porvenir),1,1256000000,4,235.65,2.5,1,1,0
Corregimiento Sur (Cabeceras),1,3983000000,6,290.46,14.0,1,0,2
Comuna 3 (Uribe Jaramillo),1,499000000,2,105.01,12.0,0,1,1
Corregimiento Occidente (Llanogrande),1,4467000000,5,606.4,12.0,1,0,1
Comuna 1 (Centro Histórico),0,725000000,4,144.77,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,1709000000,4,1086.41,6.0,0,0,2
Comuna 2 (San Antonio),1,881000000,4,186.12,3.5,0,1,0
Comuna 4 (El Porvenir),1,427000000,3,94.89,2.5,1,1,0
Comuna 2 (San Antonio),1,692000000,4,145.06,3.5,0,1,0
Comuna 1 (Centro Histórico),0,599000000,2,162.94,1.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,2420000000,4,282.41,10.0,0,0,3
Comuna 2 (San Antonio),1,541000000,3,125.66,3.5,0,1,0
Comuna 1 (Centro Histórico),0,585000000,4,120.47,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,1699000000,4,1091.31,6.0,0,0,2
Corregimiento Sur (Cabeceras),1,4821000000,5,398.32,14.0,1,0,2
Comuna 3 (Uribe Jaramillo),1,681000000,2,134.22,12.0,0,1,1
Corregimiento Centro (Río Abajo),1,1449000000,3,1214.16,6.0,0,0,2
Comuna 4 (El Porvenir),1,549000000,3,117.13,2.5,1,1,0
Comuna 1 (Centro Histórico),0,410000000,2,114.46,1.5,0,1,0
Comuna 2 (San Antonio),1,661000000,5,116.75,3.5,0,1,0
Comuna 4 (El Porvenir),1,1055000000,4,205.11,2.5,1,1,0
Comuna 3 (Uribe Jaramillo),1,596000000,2,121.45,12.0,0,1,1
Corregimiento Sur (Cabeceras),1,4272000000,6,297.67,14.0,1,0,2
Corregimiento Norte (Galicia/La Mosca),1,1378000000,2,217.18,10.0,0,0,3
Comuna 4 (El Porvenir),1,979000000,3,217.57,2.5,1,1,0
Corregimiento Norte (Galicia/La Mosca),1,1412000000,4,162.03,10.0,0,0,3
Comuna 1 (Centro Histórico),0,701000000,4,146.65,1.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,465000000,2,92.09,12.0,0,1,1
Comuna 2 (San Antonio),1,700000000,4,145.38,3.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,486000000,2,97.65,12.0,0,1,1
Comuna 3 (Uribe Jaramillo),1,659000000,3,106.54,12.0,0,1,1
Corregimiento Occidente (Llanogrande),1,6136000000,6,704.0,12.0,1,0,1
Comuna 3 (Uribe Jaramillo),1,479000000,3,83.34,12.0,0,1,1
Comuna 3 (Uribe Jaramillo),1,474000000,2,98.92,12.0,0,1,1
Corregimiento Centro (Río Abajo),1,1912000000,4,1236.59,6.0,0,0,2
Comuna 4 (El Porvenir),1,717000000,3,163.58,2.5,1,1,0
Comuna 2 (San Antonio),1,741000000,3,158.56,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,1348000000,3,1080.44,6.0,0,0,2
Corregimiento Centro (Río Abajo),1,1197000000,3,985.66,6.0,0,0,2
Comuna 4 (El Porvenir),1,841000000,4,154.17,2.5,1,1,0
Comuna 4 (El Porvenir),1,889000000,4,174.75,2.5,1,1,0
Comuna 1 (Centro Histórico),0,569000000,2,163.49,1.5,0,1,0
Comuna 4 (El Porvenir),1,818000000,4,157.58,2.5,1,1,0
Corregimiento Occidente (Llanogrande),1,3936000000,6,479.81,12.0,1,0,1
Corregimiento Occidente (Llanogrande),1,3911000000,6,461.45,12.0,1,0,1
Corregimiento Centro (Río Abajo),1,1043000000,4,622.49,6.0,0,0,2
Corregimiento Norte (Galicia/La Mosca),1,2173000000,4,251.91,10.0,0,0,3
Comuna 1 (Centro Histórico),0,666000000,4,135.95,1.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1235000000,4,146.7,10.0,0,0,3
Corregimiento Norte (Galicia/La Mosca),1,1179000000,3,157.73,10.0,0,0,3
Corregimiento Centro (Río Abajo),1,1881000000,4,1235.76,6.0,0,0,2
Corregimiento Sur (Cabeceras),1,3697000000,6,252.77,14.0,1,0,2
Corregimiento Centro (Río Abajo),1,1364000000,3,1125.21,6.0,0,0,2
Comuna 2 (San Antonio),1,393000000,4,79.22,3.5,0,1,0
Comuna 2 (San Antonio),1,806000000,5,143.22,3.5,0,1,0
Comuna 4 (El Porvenir),1,463000000,3,98.64,2.5,1,1,0
Comuna 4 (El Porvenir),1,1143000000,4,219.54,2.5,1,1,0
Corregimiento Sur (Cabeceras),1,3800000000,4,373.8,14.0,1,0,2
Comuna 4 (El Porvenir),1,917000000,4,178.33,2.5,1,1,0
Comuna 2 (San Antonio),1,712000000,4,147.82,3.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1124000000,2,180.63,10.0,0,0,3
