Sector,Tiene_parqueadero,Precio_venta_COP,Estrato,Area_construida_m2,Distancia_CC_San_Nicolas_km,Urbana_Rural,Tiene_conjunto_cerrado,Topografia
Comuna 2 (San Antonio),1,410918565,4,71.0,4.31,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,2641268541,5,335.9,9.84,Rural,1,Plana y levemente ondulada
Comuna 2 (San Antonio),1,469879829,3,75.1,2.95,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1525861899,5,242.8,16.24,Rural,1,Ondulada
Comuna 3 (Uribe Jaramillo),0,264485770,3,44.2,1.83,Urbana,0,Plana y Ondulada
Corregimiento Centro (Río Abajo),1,645669974,3,159.8,5.53,Rural,0,Ondulada
Comuna 3 (Uribe Jaramillo),0,192984263,3,46.7,2.32,Urbana,0,Plana y Ondulada
Corregimiento Norte (Galicia/La Mosca),0,552107050,3,141.3,10.14,Rural,0,Montañosa y Quebrada
Comuna 3 (Uribe Jaramillo),0,177588462,2,69.2,1.81,Urbana,0,Plana y Ondulada
Corregimiento Norte (Galicia/La Mosca),1,765780013,4,152.5,10.23,Rural,0,Montañosa y Quebrada
Corregimiento Norte (Galicia/La Mosca),1,507861965,4,122.6,8.25,Rural,0,Montañosa y Quebrada
Corregimiento Sur (Cabeceras),1,1548520834,5,205.8,14.27,Rural,1,Ondulada
Comuna 3 (Uribe Jaramillo),0,227826076,2,60.9,2.15,Urbana,0,Plana y Ondulada
Corregimiento Norte (Galicia/La Mosca),1,499913266,4,123.6,8.76,Rural,0,Montañosa y Quebrada
Comuna 4 (El Porvenir),1,324121791,4,68.4,2.17,Urbana,0,Plana
Corregimiento Occidente (Llanogrande),1,2521633079,6,391.4,13.42,Rural,1,Plana y levemente ondulada
Comuna 2 (San Antonio),1,481142038,4,73.7,2.42,Urbana,1,Plana
Comuna 2 (San Antonio),1,424496241,4,59.6,3.27,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1666827710,4,162.8,13.82,Rural,1,Ondulada
Comuna 3 (Uribe Jaramillo),0,248101596,3,69.5,1.62,Urbana,0,Plana y Ondulada
Comuna 3 (Uribe Jaramillo),1,315768447,2,50.7,1.84,Urbana,0,Plana y Ondulada
Corregimiento Norte (Galicia/La Mosca),0,472858789,2,157.0,10.98,Rural,0,Montañosa y Quebrada
Corregimiento Centro (Río Abajo),1,830839693,3,208.8,4.88,Rural,1,Ondulada
Comuna 1 (Centro Histórico),0,306833637,2,77.3,1.46,Urbana,0,Mayormente Plana
Corregimiento Norte (Galicia/La Mosca),1,581474413,4,114.1,8.74,Rural,0,Montañosa y Quebrada
Corregimiento Occidente (Llanogrande),0,4907630814,5,330.0,10.51,Rural,1,Plana y levemente ondulada
Comuna 4 (El Porvenir),1,387627048,4,69.2,2.57,Urbana,1,Plana
Comuna 2 (San Antonio),1,430387461,3,65.6,3.86,Urbana,1,Plana
Corregimiento Norte (Galicia/La Mosca),0,596608159,2,94.8,7.35,Rural,1,Montañosa y Quebrada
Comuna 1 (Centro Histórico),0,236431343,2,58.7,1.06,Urbana,1,Mayormente Plana
Comuna 1 (Centro Histórico),0,351970101,3,79.9,1.29,Urbana,0,Mayormente Plana
Corregimiento Norte (Galicia/La Mosca),1,608567393,2,189.5,12.77,Rural,0,Montañosa y Quebrada
Corregimiento Sur (Cabeceras),0,1287577705,5,180.8,12.7,Rural,1,Ondulada
Comuna 2 (San Antonio),0,480235320,5,83.9,3.56,Urbana,0,Plana
Corregimiento Sur (Cabeceras),1,1624985864,5,159.8,12.85,Rural,1,Ondulada
Comuna 4 (El Porvenir),1,332573927,4,60.6,2.56,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,308772979,3,58.0,1.39,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),0,379640583,3,83.1,1.4,Urbana,0,Mayormente Plana
Corregimiento Occidente (Llanogrande),1,3637090802,5,303.5,10.88,Rural,0,Plana y levemente ondulada
Comuna 4 (El Porvenir),1,292182459,3,72.1,2.41,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,311367469,2,55.3,1.81,Urbana,1,Mayormente Plana
Comuna 4 (El Porvenir),1,266574986,3,77.6,3.06,Urbana,0,Plana
Comuna 2 (San Antonio),1,443589274,3,85.7,3.2,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,333037373,3,47.9,1.89,Urbana,0,Plana y Ondulada
Comuna 1 (Centro Histórico),0,317385061,3,82.0,1.97,Urbana,0,Mayormente Plana
Corregimiento Occidente (Llanogrande),1,2929644264,6,376.3,10.89,Rural,1,Plana y levemente ondulada
Comuna 2 (San Antonio),1,449875389,3,68.1,3.89,Urbana,1,Plana
Corregimiento Norte (Galicia/La Mosca),1,439811240,3,173.9,12.34,Rural,0,Montañosa y Quebrada
Comuna 4 (El Porvenir),1,348710379,4,72.6,2.75,Urbana,1,Plana
Corregimiento Norte (Galicia/La Mosca),1,676695676,4,150.1,12.1,Rural,0,Montañosa y Quebrada
Corregimiento Sur (Cabeceras),1,1240469239,6,172.2,16.71,Rural,1,Ondulada
Comuna 2 (San Antonio),1,434231530,3,82.4,3.81,Urbana,1,Plana
Corregimiento Norte (Galicia/La Mosca),0,505952559,2,143.9,8.9,Rural,0,Montañosa y Quebrada
Corregimiento Centro (Río Abajo),0,769201456,4,166.3,6.33,Rural,0,Ondulada
Corregimiento Centro (Río Abajo),1,576413608,3,197.2,7.53,Rural,1,Ondulada
Comuna 1 (Centro Histórico),0,285564726,3,55.7,1.44,Urbana,0,Mayormente Plana
Comuna 4 (El Porvenir),1,295816283,4,60.5,2.5,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),1,191738236,2,61.3,2.42,Urbana,0,Plana y Ondulada
Comuna 2 (San Antonio),1,465674812,4,75.8,4.63,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,281945586,3,77.5,1.76,Urbana,1,Mayormente Plana
Corregimiento Occidente (Llanogrande),1,4123465425,5,425.8,9.42,Rural,1,Plana y levemente ondulada
Corregimiento Sur (Cabeceras),1,1897452880,6,214.4,9.58,Rural,1,Ondulada
Comuna 4 (El Porvenir),0,420609049,4,56.5,2.51,Urbana,1,Plana
Comuna 2 (San Antonio),0,460924164,4,99.6,3.59,Urbana,1,Plana
Corregimiento Centro (Río Abajo),1,725818995,4,156.4,6.75,Rural,0,Ondulada
Comuna 2 (San Antonio),1,567956044,4,55.9,3.68,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,343947447,3,67.0,1.73,Urbana,0,Plana y Ondulada
Corregimiento Centro (Río Abajo),1,903330177,4,192.9,5.04,Rural,0,Ondulada
Comuna 3 (Uribe Jaramillo),0,262953032,2,64.1,2.6,Urbana,0,Plana y Ondulada
Corregimiento Occidente (Llanogrande),1,3058738452,5,324.0,14.06,Rural,1,Plana y levemente ondulada
Corregimiento Sur (Cabeceras),0,1435563899,5,181.6,15.92,Rural,1,Ondulada
Corregimiento Occidente (Llanogrande),1,3129882797,6,353.0,9.3,Rural,1,Plana y levemente ondulada
Comuna 1 (Centro Histórico),0,332693023,3,69.9,1.44,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),0,265973671,4,61.2,1.66,Urbana,0,Mayormente Plana
Corregimiento Occidente (Llanogrande),1,2622146045,6,429.6,14.06,Rural,1,Plana y levemente ondulada
Corregimiento Sur (Cabeceras),1,1786803866,5,165.9,15.51,Rural,1,Ondulada
Corregimiento Occidente (Llanogrande),1,3362333085,6,312.2,13.27,Rural,0,Plana y levemente ondulada
Corregimiento Sur (Cabeceras),1,1436330338,5,231.6,16.48,Rural,1,Ondulada
Corregimiento Sur (Cabeceras),1,1426021031,4,133.9,13.54,Rural,1,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,622221546,4,124.7,8.95,Rural,0,Montañosa y Quebrada
Corregimiento Centro (Río Abajo),1,851748005,3,212.3,6.75,Rural,0,Ondulada
Comuna 4 (El Porvenir),1,334270084,4,81.4,2.81,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1320239658,5,170.5,12.56,Rural,0,Ondulada
Comuna 3 (Uribe Jaramillo),0,264436241,2,67.2,2.06,Urbana,0,Plana y Ondulada
Corregimiento Sur (Cabeceras),1,1396597175,6,218.6,13.57,Rural,1,Ondulada
Corregimiento Sur (Cabeceras),1,1786902991,4,274.2,10.46,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1687022498,6,211.5,15.7,Rural,1,Ondulada
Corregimiento Norte (Galicia/La Mosca),0,644091893,2,142.4,10.83,Rural,1,Montañosa y Quebrada
Corregimiento Centro (Río Abajo),1,756622135,4,165.3,6.19,Rural,0,Ondulada
Corregimiento Norte (Galicia/La Mosca),0,589113430,2,177.4,12.39,Rural,0,Montañosa y Quebrada
Comuna 1 (Centro Histórico),1,273551791,3,75.4,2.0,Urbana,0,Mayormente Plana
Corregimiento Norte (Galicia/La Mosca),1,571125552,2,161.6,8.68,Rural,0,Montañosa y Quebrada
Comuna 3 (Uribe Jaramillo),0,303095318,2,54.6,2.15,Urbana,0,Plana y Ondulada
Comuna 3 (Uribe Jaramillo),0,291294163,3,61.1,2.19,Urbana,0,Plana y Ondulada
Corregimiento Norte (Galicia/La Mosca),1,613182805,4,130.9,8.61,Rural,0,Montañosa y Quebrada
Corregimiento Centro (Río Abajo),0,657590407,3,197.4,6.11,Rural,0,Ondulada
Corregimiento Occidente (Llanogrande),1,2397724888,6,423.6,11.52,Rural,0,Plana y levemente ondulada
Comuna 4 (El Porvenir),1,306945208,3,71.9,3.05,Urbana,1,Plana
Corregimiento Centro (Río Abajo),1,622112386,4,170.5,6.22,Rural,0,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,678814095,3,170.3,9.46,Rural,0,Montañosa y Quebrada
Corregimiento Sur (Cabeceras),1,1039974843,4,218.6,13.21,Rural,1,Ondulada
Comuna 2 (San Antonio),1,416431093,5,83.5,3.39,Urbana,1,Plana
Comuna 4 (El Porvenir),1,353017845,3,83.1,1.83,Urbana,1,Plana
Comuna 4 (El Porvenir),1,435502954,3,66.8,3.04,Urbana,0,Plana
Comuna 3 (Uribe Jaramillo),1,201535920,2,56.9,2.34,Urbana,0,Plana y Ondulada
Comuna 4 (El Porvenir),1,311429768,3,74.3,2.14,Urbana,1,Plana
Corregimiento Norte (Galicia/La Mosca),1,409013155,3,141.8,10.41,Rural,0,Montañosa y Quebrada
Corregimiento Sur (Cabeceras),1,1547467415,4,178.1,9.56,Rural,1,Ondulada
Corregimiento Sur (Cabeceras),1,1404622259,4,215.0,12.51,Rural,1,Ondulada
Comuna 1 (Centro Histórico),0,248443150,4,74.5,1.62,Urbana,0,Mayormente Plana
Corregimiento Sur (Cabeceras),1,1269386355,6,134.2,13.95,Rural,1,Ondulada
Corregimiento Centro (Río Abajo),1,820974179,4,163.7,6.44,Rural,1,Ondulada
Corregimiento Sur (Cabeceras),1,1672644157,5,148.0,16.66,Rural,1,Ondulada
Comuna 3 (Uribe Jaramillo),0,230467144,2,51.3,2.53,Urbana,1,Plana y Ondulada
Corregimiento Sur (Cabeceras),0,1694194752,5,207.2,15.13,Rural,1,Ondulada
Comuna 1 (Centro Histórico),0,275913815,2,68.1,1.57,Urbana,0,Mayormente Plana
Comuna 2 (San Antonio),1,361611280,5,108.4,3.63,Urbana,1,Plana
Corregimiento Norte (Galicia/La Mosca),1,455598846,2,140.7,9.89,Rural,0,Montañosa y Quebrada
Comuna 3 (Uribe Jaramillo),0,239233394,3,66.9,1.84,Urbana,0,Plana y Ondulada
Corregimiento Centro (Río Abajo),0,787976329,4,163.3,5.35,Rural,0,Ondulada
Comuna 2 (San Antonio),1,443438752,4,67.1,3.99,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,191160839,2,52.6,2.08,Urbana,0,Plana y Ondulada
Corregimiento Occidente (Llanogrande),1,3055076207,5,467.6,8.57,Rural,1,Plana y levemente ondulada
Comuna 4 (El Porvenir),0,488210491,4,65.6,2.02,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,3339099317,5,281.6,9.68,Rural,1,Plana y levemente ondulada
Corregimiento Sur (Cabeceras),1,1510612591,6,208.6,14.71,Rural,0,Ondulada
Comuna 2 (San Antonio),1,441333117,3,74.9,3.45,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1227728484,6,176.4,12.66,Rural,1,Ondulada
Comuna 4 (El Porvenir),1,294375914,3,55.5,2.56,Urbana,0,Plana
Comuna 3 (Uribe Jaramillo),0,277528988,2,46.2,2.13,Urbana,1,Plana y Ondulada
Comuna 4 (El Porvenir),1,307186210,4,57.8,1.77,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,325111785,4,50.2,1.4,Urbana,0,Mayormente Plana
Comuna 4 (El Porvenir),1,383368284,3,54.1,2.74,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,254804798,3,71.3,1.6,Urbana,0,Mayormente Plana
Comuna 4 (El Porvenir),0,310596273,3,62.0,2.45,Urbana,0,Plana
Corregimiento Norte (Galicia/La Mosca),1,678508567,4,177.6,10.71,Rural,0,Montañosa y Quebrada
Comuna 1 (Centro Histórico),0,293103275,2,79.7,1.82,Urbana,0,Mayormente Plana
Comuna 2 (San Antonio),1,509205003,3,66.7,3.52,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1019991283,5,191.5,16.21,Rural,1,Ondulada
Corregimiento Centro (Río Abajo),1,914361140,4,171.9,5.08,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1496098200,4,191.0,16.13,Rural,0,Ondulada
Corregimiento Occidente (Llanogrande),1,4179019191,6,372.2,12.56,Rural,1,Plana y levemente ondulada
Corregimiento Sur (Cabeceras),1,1406781512,5,188.3,17.11,Rural,1,Ondulada
Comuna 3 (Uribe Jaramillo),0,280655017,2,51.8,1.52,Urbana,0,Plana y Ondulada
Corregimiento Norte (Galicia/La Mosca),1,634037794,3,147.6,8.94,Rural,0,Montañosa y Quebrada
Comuna 4 (El Porvenir),1,360215029,4,63.5,2.25,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,3177574646,6,279.8,10.06,Rural,1,Plana y levemente ondulada
Comuna 3 (Uribe Jaramillo),0,191866720,2,68.4,2.39,Urbana,0,Plana y Ondulada
Comuna 3 (Uribe Jaramillo),0,268882853,2,56.6,1.49,Urbana,1,Plana y Ondulada
Comuna 1 (Centro Histórico),1,353859904,4,67.2,1.57,Urbana,0,Mayormente Plana
Corregimiento Sur (Cabeceras),1,1758320445,6,185.7,15.7,Rural,1,Ondulada
Comuna 2 (San Antonio),0,485796345,3,91.7,3.75,Urbana,1,Plana
Corregimiento Centro (Río Abajo),1,774302735,3,204.0,5.29,Rural,0,Ondulada
Comuna 2 (San Antonio),1,416189676,3,82.8,4.39,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,3933034879,6,359.0,12.08,Rural,1,Plana y levemente ondulada
Corregimiento Norte (Galicia/La Mosca),1,429540577,3,229.7,11.04,Rural,0,Montañosa y Quebrada
Comuna 2 (San Antonio),0,430454506,3,76.4,2.72,Urbana,1,Plana
Comuna 4 (El Porvenir),1,339849600,3,73.7,2.94,Urbana,1,Plana
Comuna 2 (San Antonio),1,424269129,3,82.0,3.48,Urbana,0,Plana
Corregimiento Occidente (Llanogrande),1,3812083942,5,335.1,12.32,Rural,1,Plana y levemente ondulada
Corregimiento Centro (Río Abajo),1,665220521,4,177.2,6.03,Rural,0,Ondulada
Comuna 2 (San Antonio),1,480804028,4,75.6,3.34,Urbana,1,Plana
Comuna 4 (El Porvenir),1,365449409,4,69.0,2.05,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,316459336,4,82.2,1.96,Urbana,0,Mayormente Plana
Corregimiento Norte (Galicia/La Mosca),1,738852610,4,182.1,9.19,Rural,0,Montañosa y Quebrada
Corregimiento Occidente (Llanogrande),1,3143033466,6,262.6,11.32,Rural,1,Plana y levemente ondulada
Comuna 1 (Centro Histórico),0,259492744,3,77.3,1.42,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),0,354740132,3,71.6,1.5,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),0,329484516,4,81.2,1.57,Urbana,0,Mayormente Plana
Comuna 3 (Uribe Jaramillo),0,196859629,3,73.1,2.48,Urbana,0,Plana y Ondulada
Corregimiento Norte (Galicia/La Mosca),1,533293286,3,184.5,10.63,Rural,0,Montañosa y Quebrada
Corregimiento Centro (Río Abajo),1,1021773092,4,194.6,5.44,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1765367838,5,249.3,14.66,Rural,1,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,431638297,2,142.0,11.02,Rural,0,Montañosa y Quebrada
Comuna 3 (Uribe Jaramillo),1,250529063,3,67.1,2.15,Urbana,0,Plana y Ondulada
Corregimiento Sur (Cabeceras),1,1156936617,6,204.1,13.72,Rural,1,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,610317409,4,173.3,7.42,Rural,0,Montañosa y Quebrada
Comuna 1 (Centro Histórico),1,304145902,2,84.5,1.44,Urbana,0,Mayormente Plana
Corregimiento Occidente (Llanogrande),1,3248016723,5,355.2,13.11,Rural,1,Plana y levemente ondulada
Corregimiento Sur (Cabeceras),1,1401731672,6,200.0,15.87,Rural,1,Ondulada
Comuna 4 (El Porvenir),1,421984905,3,65.8,2.92,Urbana,1,Plana
Comuna 4 (El Porvenir),1,337965372,3,45.4,2.6,Urbana,1,Plana
Comuna 2 (San Antonio),0,473100227,5,83.3,3.42,Urbana,0,Plana
Corregimiento Sur (Cabeceras),1,1527315700,6,192.0,15.18,Rural,0,Ondulada
Corregimiento Occidente (Llanogrande),0,3591789586,5,338.7,12.6,Rural,1,Plana y levemente ondulada
Corregimiento Centro (Río Abajo),1,779458476,4,178.2,5.04,Rural,0,Ondulada
Comuna 3 (Uribe Jaramillo),0,288784897,3,40.7,1.94,Urbana,0,Plana y Ondulada
Comuna 1 (Centro Histórico),1,311448310,4,75.1,1.6,Urbana,0,Mayormente Plana
Comuna 2 (San Antonio),1,504084001,3,100.0,3.25,Urbana,1,Plana
Comuna 4 (El Porvenir),0,291152909,4,48.4,2.13,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,218114902,3,64.8,2.04,Urbana,1,Plana y Ondulada
Comuna 3 (Uribe Jaramillo),0,278958623,2,56.1,2.33,Urbana,1,Plana y Ondulada
Comuna 1 (Centro Histórico),0,251103607,3,60.5,1.41,Urbana,0,Mayormente Plana
Corregimiento Centro (Río Abajo),1,912674861,4,138.7,5.39,Rural,1,Ondulada
Corregimiento Centro (Río Abajo),1,773852395,4,161.2,5.95,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1208891093,4,227.0,12.24,Rural,1,Ondulada
Comuna 4 (El Porvenir),1,286335501,3,65.5,2.68,Urbana,1,Plana
Corregimiento Centro (Río Abajo),1,1034456188,4,198.6,6.43,Rural,1,Ondulada
Corregimiento Occidente (Llanogrande),1,3576137691,6,475.4,14.6,Rural,1,Plana y levemente ondulada
Corregimiento Centro (Río Abajo),1,692840718,3,190.0,5.25,Rural,0,Ondulada
Comuna 3 (Uribe Jaramillo),1,208904845,2,62.2,2.38,Urbana,0,Plana y Ondulada
Comuna 1 (Centro Histórico),0,183241745,2,69.0,0.9,Urbana,0,Mayormente Plana
Corregimiento Occidente (Llanogrande),1,2818463620,5,431.0,11.57,Rural,1,Plana y levemente ondulada
Corregimiento Sur (Cabeceras),1,1846397397,4,187.2,14.42,Rural,1,Ondulada
Comuna 4 (El Porvenir),1,217615748,4,65.3,2.76,Urbana,0,Plana
Corregimiento Sur (Cabeceras),1,1577728046,4,227.4,11.18,Rural,0,Ondulada
Comuna 3 (Uribe Jaramillo),0,277793689,2,72.9,2.02,Urbana,1,Plana y Ondulada
Corregimiento Occidente (Llanogrande),1,3305072592,5,292.8,12.96,Rural,1,Plana y levemente ondulada
Corregimiento Occidente (Llanogrande),1,2571581902,5,363.6,11.18,Rural,1,Plana y levemente ondulada
Corregimiento Occidente (Llanogrande),1,3283507393,5,273.6,11.77,Rural,1,Plana y levemente ondulada
Comuna 3 (Uribe Jaramillo),0,199853409,3,53.6,2.29,Urbana,0,Plana y Ondulada
Comuna 3 (Uribe Jaramillo),0,256711731,2,68.2,1.87,Urbana,0,Plana y Ondulada
Corregimiento Sur (Cabeceras),1,1408625170,4,221.4,12.37,Rural,1,Ondulada
Comuna 2 (San Antonio),1,397117142,5,103.1,3.77,Urbana,0,Plana
Corregimiento Sur (Cabeceras),1,1381812299,5,241.7,13.55,Rural,1,Ondulada
Comuna 4 (El Porvenir),1,300933821,3,65.8,2.89,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,318036130,3,79.8,1.55,Urbana,0,Mayormente Plana
Corregimiento Occidente (Llanogrande),1,3199988433,5,400.7,11.68,Rural,1,Plana y levemente ondulada
Comuna 2 (San Antonio),1,489262730,5,74.9,4.2,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,335435916,2,55.2,1.51,Urbana,0,Mayormente Plana
Comuna 2 (San Antonio),1,438537152,5,50.5,2.46,Urbana,0,Plana
Corregimiento Centro (Río Abajo),1,718374245,4,168.6,4.64,Rural,0,Ondulada
Corregimiento Centro (Río Abajo),0,794010772,3,178.1,6.5,Rural,0,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,532860830,2,105.0,6.82,Rural,0,Montañosa y Quebrada
Corregimiento Centro (Río Abajo),0,798771272,4,215.0,6.22,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1293795102,5,201.8,16.16,Rural,1,Ondulada
Corregimiento Centro (Río Abajo),1,897003146,3,174.9,5.2,Rural,1,Ondulada
Comuna 3 (Uribe Jaramillo),0,260173944,3,68.1,2.1,Urbana,0,Plana y Ondulada
Corregimiento Occidente (Llanogrande),0,3687912042,6,364.9,11.14,Rural,1,Plana y levemente ondulada
Corregimiento Sur (Cabeceras),1,1563045369,5,232.0,15.31,Rural,0,Ondulada
Comuna 1 (Centro Histórico),0,381243758,3,83.8,1.37,Urbana,0,Mayormente Plana
Corregimiento Norte (Galicia/La Mosca),1,524365649,2,136.5,9.24,Rural,0,Montañosa y Quebrada
Corregimiento Norte (Galicia/La Mosca),1,689605365,2,160.6,8.68,Rural,0,Montañosa y Quebrada
Corregimiento Norte (Galicia/La Mosca),0,620354752,3,155.1,10.44,Rural,0,Montañosa y Quebrada
Comuna 1 (Centro Histórico),1,305168029,4,69.2,1.48,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),1,310190595,2,85.0,1.14,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),1,284276725,2,58.8,1.59,Urbana,1,Mayormente Plana
Comuna 1 (Centro Histórico),0,297078927,2,78.8,1.29,Urbana,0,Mayormente Plana
Corregimiento Norte (Galicia/La Mosca),1,639064647,3,182.3,7.39,Rural,0,Montañosa y Quebrada
Corregimiento Norte (Galicia/La Mosca),1,565653201,3,166.7,10.11,Rural,1,Montañosa y Quebrada
Comuna 2 (San Antonio),1,398325344,3,81.9,4.31,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1466741340,6,232.1,12.88,Rural,1,Ondulada
Corregimiento Occidente (Llanogrande),1,3826147599,5,425.3,8.65,Rural,1,Plana y levemente ondulada
Corregimiento Centro (Río Abajo),1,717822547,4,177.5,5.93,Rural,0,Ondulada
Corregimiento Centro (Río Abajo),1,766188690,3,212.3,5.32,Rural,0,Ondulada
Comuna 3 (Uribe Jaramillo),1,191109444,2,62.4,1.77,Urbana,0,Plana y Ondulada
Corregimiento Norte (Galicia/La Mosca),1,660175450,4,146.4,11.79,Rural,0,Montañosa y Quebrada
Comuna 3 (Uribe Jaramillo),0,257850582,2,59.6,1.89,Urbana,0,Plana y Ondulada
Corregimiento Sur (Cabeceras),1,1442190968,5,224.1,15.74,Rural,1,Ondulada
Corregimiento Sur (Cabeceras),1,1268993904,5,194.8,11.07,Rural,1,Ondulada
Comuna 3 (Uribe Jaramillo),0,263636246,2,58.9,2.22,Urbana,0,Plana y Ondulada
Corregimiento Norte (Galicia/La Mosca),1,563666691,3,168.7,9.8,Rural,0,Montañosa y Quebrada
Comuna 3 (Uribe Jaramillo),0,223532109,2,58.2,2.07,Urbana,0,Plana y Ondulada
Corregimiento Centro (Río Abajo),0,854116737,3,219.8,4.2,Rural,0,Ondulada
Comuna 2 (San Antonio),1,497357172,5,78.8,3.11,Urbana,1,Plana
Corregimiento Centro (Río Abajo),1,951992380,4,196.8,6.32,Rural,0,Ondulada
Comuna 4 (El Porvenir),1,405145976,4,56.9,2.38,Urbana,0,Plana
Corregimiento Norte (Galicia/La Mosca),0,762067146,3,135.1,8.8,Rural,0,Montañosa y Quebrada
Corregimiento Norte (Galicia/La Mosca),1,691668368,3,128.4,11.38,Rural,0,Montañosa y Quebrada
Corregimiento Occidente (Llanogrande),1,3472947045,5,307.5,14.13,Rural,1,Plana y levemente ondulada
Comuna 1 (Centro Histórico),0,288065865,2,73.8,1.52,Urbana,0,Mayormente Plana
Comuna 4 (El Porvenir),1,327402546,4,84.6,1.96,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1735588992,5,236.6,12.51,Rural,1,Ondulada
Corregimiento Norte (Galicia/La Mosca),0,627739918,3,174.1,12.26,Rural,0,Montañosa y Quebrada
Comuna 3 (Uribe Jaramillo),0,240161255,2,56.6,1.83,Urbana,0,Plana y Ondulada
Comuna 4 (El Porvenir),1,371264358,3,56.8,2.25,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,2934219513,6,330.4,10.12,Rural,1,Plana y levemente ondulada
Corregimiento Sur (Cabeceras),1,1344179651,4,164.2,10.4,Rural,0,Ondulada
Comuna 1 (Centro Histórico),0,281530547,4,83.1,1.76,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),0,256222745,2,69.6,1.53,Urbana,0,Mayormente Plana
Corregimiento Occidente (Llanogrande),0,4009715629,5,361.1,13.16,Rural,1,Plana y levemente ondulada
Corregimiento Occidente (Llanogrande),0,3924098391,5,348.0,13.85,Rural,0,Plana y levemente ondulada
Comuna 3 (Uribe Jaramillo),0,225704789,3,66.6,2.28,Urbana,0,Plana y Ondulada
Corregimiento Norte (Galicia/La Mosca),1,701860010,3,151.5,9.32,Rural,0,Montañosa y Quebrada
Comuna 1 (Centro Histórico),0,175000000,2,59.8,1.39,Urbana,0,Mayormente Plana
Corregimiento Sur (Cabeceras),0,1246937031,4,154.2,15.38,Rural,1,Ondulada
Comuna 4 (El Porvenir),1,326089492,3,62.9,2.39,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1570868671,4,206.4,12.27,Rural,1,Ondulada
Comuna 2 (San Antonio),1,476448526,3,78.1,3.38,Urbana,1,Plana
Comuna 2 (San Antonio),1,496828255,3,88.4,3.89,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,2545474635,5,347.3,12.51,Rural,1,Plana y levemente ondulada
Comuna 3 (Uribe Jaramillo),0,227804648,2,71.5,2.14,Urbana,0,Plana y Ondulada
Comuna 2 (San Antonio),1,414142703,4,68.0,4.14,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,374283675,4,80.2,1.23,Urbana,0,Mayormente Plana
